,Protein Annotation,Day21-ETP,sgRNA_vs_Target,TID,MatchResult
13282,4.4,-1.851088456,11,1,1
13283,4.4,-1.851088456,11,1,1
13285,4.4,-1.970546703,9,1,0
13287,4.4,-2.094295127,16,1,1
13288,4.4,-2.158816011,12,1,1
13289,4.4,-2.158816011,12,1,1
13290,4.4,-2.175061524,18,1,0
13292,4.4,-2.294733032,11,1,1
13293,4.4,-2.37149181,14,1,1
13294,4.4,-2.405264608,12,1,1
13296,4.4,-2.58346133,16,1,1
13297,4.4,-2.8106473160000003,15,1,1
13298,4.4,-2.894694535,15,1,1
13300,4.4,-3.146974037,10,1,1
13301,4.4,-3.2281270280000003,10,1,1
13302,4.4,-3.243448254,14,1,1
13306,4.4,-3.470973103,13,1,0
13309,4.4,-4.406955528,11,1,0
13310,4.4,-4.796342438,14,1,1
13311,4.4,-5.008403482,14,1,1
13312,4.4,-5.008403482,14,1,1
13313,4.4,-5.107815972,11,1,1
13315,53.3,3.5719770860000004,19,1,1
13321,53.3,3.35330088,20,1,1
13322,53.3,3.35330088,20,1,1
13323,53.3,3.35330088,20,1,1
13324,53.3,3.35330088,20,1,1
13326,53.3,3.333462483,19,1,0
13328,53.3,3.333462483,19,1,0
13329,53.3,3.333462483,19,1,0
13330,53.3,3.333462483,19,1,1
13333,53.3,3.251609438,19,1,1
13337,53.3,3.185274684,19,1,1
13338,53.3,3.172847677,16,1,1
13339,53.3,3.172847677,16,1,1
13343,53.3,3.053592744,19,1,1
13345,53.3,3.041747959,19,1,1
13347,53.3,3.0404852000000004,19,1,1
13354,53.3,3.00526966,19,1,1
13357,53.3,2.969848878,19,1,1
13360,53.3,2.90040085,19,1,1
13365,53.3,2.759834515,15,1,1
13367,53.3,2.758675841,19,1,1
13372,53.3,2.681399594,15,1,1
13380,53.3,2.533940896,14,1,0
13382,53.3,2.529726186,18,1,0
13384,53.3,2.497844673,19,1,1
13385,53.3,2.497844673,19,1,1
13386,53.3,2.424144911,15,1,1
13387,53.3,2.424144911,15,1,1
13388,53.3,2.381093457,17,1,1
13392,53.3,2.121536567,6,1,0
13393,53.3,2.121536567,6,1,0
13397,53.3,1.280810765,5,1,0
13400,53.3,0.4108999270000001,17,1,1
13406,53.3,-0.270059947,6,1,1
13408,53.3,-0.395554647,12,1,1
13409,53.3,-0.503347244,6,1,1
13410,53.3,-0.516660923,13,1,0
13413,53.3,-0.571252739,16,1,1
13414,53.3,-0.605240395,8,1,0
13415,53.3,-0.632797524,9,1,0
13416,53.3,-0.694964935,8,1,1
13417,53.3,-0.7547324759999999,11,1,0
13418,53.3,-0.7833829240000001,6,1,1
13419,53.3,-0.803568093,10,1,0
13420,53.3,-0.921144733,9,1,1
13424,53.3,-1.1437885,10,1,1
13425,53.3,-1.1437885,10,1,1
13426,53.3,-1.164673089,17,1,1
13427,53.3,-1.215270155,14,1,1
13428,53.3,-1.245806825,15,1,0
13429,53.3,-1.259253337,8,1,1
13431,53.3,-1.287757473,12,1,1
13432,53.3,-1.287757473,12,1,1
13433,53.3,-1.373341587,12,1,1
13434,53.3,-1.3918482419999998,11,1,1
13435,53.3,-1.3918482419999998,11,1,1
13436,53.3,-1.4452335580000002,10,1,1
13437,53.3,-1.465366566,14,1,1
13438,53.3,-1.465366566,14,1,1
13439,53.3,-1.538726304,13,1,1
13440,53.3,-1.5686314419999998,17,1,1
13441,53.3,-1.5686314419999998,17,1,1
13442,53.3,-1.570908739,8,1,1
13443,53.3,-1.570908739,8,1,1
13444,53.3,-1.5813652930000002,9,1,1
13446,53.3,-1.7242330890000002,18,1,1
13447,53.3,-1.762713246,7,1,1
13448,53.3,-1.808628041,18,1,1
13449,53.3,-1.808628041,18,1,1
13450,53.3,-1.808628041,18,1,1
13451,53.3,-1.823438863,17,1,1
13452,53.3,-1.827511629,12,1,0
13453,53.3,-1.844482711,6,1,1
13454,53.3,-1.851109396,11,1,1
13455,53.3,-1.925914988,18,1,1
13456,53.3,-2.025684326,9,1,1
13457,53.3,-2.025684326,9,1,1
13458,53.3,-2.037042794,7,1,1
13459,53.3,-2.037042794,7,1,1
13460,53.3,-2.037042794,7,1,1
13461,53.3,-2.075261702,13,1,1
13462,53.3,-2.101108566,7,1,0
13463,53.3,-2.203308611,11,1,1
13464,53.3,-2.208071733,10,1,1
13467,53.3,-2.279944919,16,1,0
13468,53.3,-2.286212197,13,1,1
13470,53.3,-2.286212197,13,1,1
13472,53.3,-2.697441137,7,1,1
13473,53.3,-2.702725352,17,1,1
13474,53.3,-2.928346465,14,1,1
13475,53.3,-3.153071599,6,1,1
13476,53.3,-3.227379062,17,1,0
13477,53.3,-3.227379062,17,1,0
13478,53.3,-3.369654826,6,1,1
13480,53.3,-3.544325273,16,1,1
13483,51.92,2.605082101,19,1,1
13485,51.92,2.440787044,19,1,1
13487,51.92,2.119422721,19,1,1
13491,51.92,1.863387325,19,1,1
13493,51.92,1.843792956,19,1,1
13496,51.92,1.820754524,19,1,1
13499,51.92,1.808951967,19,1,1
13500,51.92,1.808951967,19,1,1
13501,51.92,1.804665249,17,1,1
13502,51.92,1.804665249,17,1,1
13505,51.92,1.6583624,19,1,1
13508,51.92,1.570524546,19,1,1
13511,51.92,1.541601895,19,1,1
13514,51.92,1.50826001,19,1,1
13518,51.92,1.275617419,16,1,1
13520,51.92,1.195700275,19,1,1
13524,51.92,0.926054469,16,1,1
13525,51.92,0.926054469,16,1,1
13526,51.92,0.926054469,16,1,1
13527,51.92,0.926054469,16,1,1
13529,51.92,0.770748606,20,1,1
13530,51.92,0.770748606,20,1,1
13531,51.92,0.770748606,20,1,1
13532,51.92,0.770748606,20,1,1
13533,51.92,0.770748606,20,1,1
13535,51.92,0.438459093,18,1,1
13536,51.92,0.438459093,18,1,1
13537,51.92,0.438459093,18,1,1
13539,51.92,0.332895969,16,1,1
13542,51.92,0.137098652,19,1,0
13543,51.92,0.137098652,19,1,0
13544,51.92,0.137098652,19,1,0
13545,51.92,0.137098652,19,1,0
13546,51.92,0.137098652,19,1,1
13550,51.92,-0.117290284,18,1,1
13551,51.92,-0.198673444,15,1,1
13554,51.92,-0.297777445,18,1,1
13555,51.92,-0.354965958,17,1,1
13557,51.92,-0.381288855,19,1,1
13559,51.92,-0.590515392,12,1,0
13560,51.92,-0.590515392,12,1,0
13561,51.92,-0.590515392,12,1,0
13562,51.92,-0.590515392,12,1,0
13564,51.92,-0.7051416079999999,15,1,1
13566,51.92,-0.794693247,12,1,1
13567,51.92,-0.823581004,15,1,1
13568,51.92,-0.823581004,15,1,1
13569,51.92,-0.845414344,17,1,1
13573,51.92,-0.988862193,13,1,1
13574,51.92,-0.999381764,15,1,1
13576,51.92,-1.030593504,12,1,1
13577,51.92,-1.086944087,13,1,1
13578,51.92,-1.14057015,18,1,0
13579,51.92,-1.142498823,13,1,1
13580,51.92,-1.142498823,13,1,1
13581,51.92,-1.142498823,13,1,1
13582,51.92,-1.142498823,13,1,1
13585,51.92,-1.23598436,19,1,1
13587,51.92,-1.25915759,12,1,1
13590,51.92,-1.488354624,12,1,1
13591,51.92,-1.519948076,14,1,1
13592,51.92,-1.519948076,14,1,1
13593,51.92,-1.519948076,14,1,1
13594,51.92,-1.519948076,14,1,1
13595,51.92,-1.5415454080000002,15,1,0
13596,51.92,-1.5415454080000002,15,1,0
13597,51.92,-1.5415454080000002,15,1,0
13598,51.92,-1.638791949,12,1,1
13600,51.92,-1.66113989,13,1,1
13603,51.92,-1.777932574,15,1,1
13604,51.92,-1.780976623,12,1,1
13605,51.92,-1.815064658,14,1,0
13606,51.92,-1.882487184,17,1,1
13607,51.92,-1.966886902,13,1,1
13609,51.92,-2.002790052,15,1,1
13610,51.92,-2.155332974,16,1,0
13612,51.92,-2.218859812,17,1,1
13613,51.92,-2.299758494,15,1,1
13614,51.92,-2.320477921,12,1,1
13616,51.92,-2.436154789,17,1,0
13617,51.92,-2.436154789,17,1,0
13620,51.92,-2.607955225,12,1,1
13623,51.92,-2.988325178,13,1,1
13625,51.92,-3.091021317,14,1,1
13626,51.92,-3.199783716,14,1,1
13628,51.92,-3.2202243060000004,17,1,1
13629,51.92,-3.46465097,13,1,1
13630,51.92,-3.620023764,13,1,1
13632,51.92,-3.946066589,13,1,1
13633,51.92,-4.205839333,12,1,1
13634,51.92,-4.213576238,15,1,1
13635,51.92,-4.695689145,15,1,1
13638,92.03,0.593065879,19,1,1
13641,92.03,0.366542425,5,1,1
13643,92.03,0.226105337,19,1,1
13650,92.03,-0.019148055,19,1,1
13651,92.03,-0.029599268,16,1,0
13653,92.03,-0.11727465,9,1,0
13656,92.03,-0.17252401899999995,13,1,1
13657,92.03,-0.229347148,14,1,1
13658,92.03,-0.323803214,11,1,1
13659,92.03,-0.34280471100000004,15,1,1
13661,92.03,-0.372490706,19,1,1
13662,92.03,-0.395726984,13,1,0
13664,92.03,-0.453174146,6,1,1
13665,92.03,-0.453174146,6,1,1
13666,92.03,-0.457706126,7,1,1
13667,92.03,-0.457706126,7,1,1
13668,92.03,-0.462474835,18,1,1
13669,92.03,-0.462474835,18,1,1
13671,92.03,-0.559543315,7,1,1
13674,92.03,-0.66566731,6,1,1
13675,92.03,-0.670230765,4,1,0
13676,92.03,-0.693069451,11,1,0
13677,92.03,-0.700311405,11,1,1
13678,92.03,-0.700311405,11,1,1
13679,92.03,-0.7994952479999999,5,1,1
13683,92.03,-0.834330425,5,1,0
13685,92.03,-0.843680313,14,1,1
13686,92.03,-0.843680313,14,1,1
13687,92.03,-0.854970131,8,1,1
13688,92.03,-0.893303271,12,1,1
13690,92.03,-0.895622239,19,1,1
13691,92.03,-0.895622239,19,1,1
13693,92.03,-0.943756338,12,1,0
13694,92.03,-0.943756338,12,1,0
13696,92.03,-0.973899954,14,1,1
13700,92.03,-0.988121494,20,1,1
13701,92.03,-0.988121494,20,1,1
13702,92.03,-0.988121494,20,1,1
13704,92.03,-1.005896353,19,1,0
13705,92.03,-1.005896353,19,1,0
13708,92.03,-1.005896353,19,1,1
13709,92.03,-1.04841377,12,1,1
13711,92.03,-1.057576173,8,1,1
13715,92.03,-1.111079285,9,1,1
13716,92.03,-1.145547424,13,1,1
13719,92.03,-1.166196902,19,1,1
13723,92.03,-1.3893371209999998,6,1,1
13725,92.03,-1.4166341690000002,13,1,1
13726,92.03,-1.4166341690000002,13,1,1
13727,92.03,-1.4166341690000002,13,1,1
13732,92.03,-1.536901095,12,1,1
13733,92.03,-1.574181197,7,1,1
13735,92.03,-1.619885534,10,1,0
13737,92.03,-1.627389026,19,1,1
13739,92.03,-1.6467586280000002,15,1,1
13740,92.03,-1.6467586280000002,15,1,1
13741,92.03,-1.650266426,8,1,1
13743,92.03,-1.650266426,8,1,1
13744,92.03,-1.650266426,8,1,1
13745,92.03,-1.672394511,10,1,1
13746,92.03,-1.672394511,10,1,1
13747,92.03,-1.73402781,10,1,1
13748,92.03,-1.762321646,17,1,1
13749,92.03,-1.762321646,17,1,1
13753,92.03,-2.063604464,7,1,0
13754,92.03,-2.063604464,7,1,0
13755,92.03,-2.065979968,8,1,0
13759,92.03,-2.27483567,16,1,1
13760,92.03,-2.27483567,16,1,1
13762,92.03,-2.312015634,5,1,1
13764,92.03,-2.314888099,17,1,0
13765,92.03,-2.357687166,16,1,1
13766,92.03,-2.38176486,12,1,1
13767,92.03,-2.407124542,14,1,0
13768,92.03,-2.452334541,9,1,1
13769,92.03,-2.467276706,9,1,1
13770,92.03,-2.467276706,9,1,1
13771,92.03,-2.559457372,18,1,1
13772,92.03,-2.582010678,11,1,1
13773,92.03,-2.58782417,15,1,1
13774,92.03,-2.725438749,10,1,1
13776,92.03,-2.876891049,19,1,1
13777,92.03,-2.9295684539999995,7,1,1
13778,92.03,-2.964736975,17,1,1
13779,92.03,-3.071864099,6,1,0
13780,92.03,-3.0822066410000004,16,1,1
13783,92.03,-3.158287018,18,1,1
13786,92.03,-3.565230808,7,1,1
13793,92.03,-3.894869323,17,1,1
13794,92.03,-4.024729086000002,15,1,0
13797,92.03,-4.218707174,12,1,1
13798,92.03,-4.218707174,12,1,1
13799,92.03,-4.346160625,7,1,1
13800,92.03,-4.555488721000001,12,1,1
13805,29.67,2.176382305,19,1,1
13807,29.67,2.01764231,19,1,1
13808,29.67,1.830362853,20,1,1
13809,29.67,1.830362853,20,1,1
13811,29.67,1.830362853,20,1,1
13813,29.67,1.4991994869999998,19,1,0
13814,29.67,1.4991994869999998,19,1,0
13815,29.67,1.4991994869999998,19,1,1
13819,29.67,0.330954798,13,1,1
13820,29.67,0.287306045,18,1,1
13822,29.67,0.12548820300000002,16,1,0
13827,29.67,-0.040730474,12,1,1
13828,29.67,-0.040730474,12,1,1
13829,29.67,-0.041927913,14,1,1
13830,29.67,-0.041927913,14,1,1
13831,29.67,-0.126561136,6,1,1
13832,29.67,-0.126561136,6,1,1
13833,29.67,-0.14012981,11,1,1
13834,29.67,-0.232195331,5,1,0
13837,29.67,-0.410930136,4,1,1
13839,29.67,-0.447536057,15,1,0
13841,29.67,-0.472440405,4,1,1
13843,29.67,-0.472528931,19,1,1
13846,29.67,-0.514216263,10,1,0
13848,29.67,-0.530917776,15,1,1
13850,29.67,-0.595225601,14,1,0
13854,29.67,-0.7127661670000001,10,1,1
13857,29.67,-0.7469979809999999,13,1,1
13859,29.67,-0.75026155,19,1,1
13860,29.67,-0.75026155,19,1,1
13867,29.67,-0.928311442,8,1,1
13868,29.67,-0.928311442,8,1,1
13870,29.67,-0.943619417,9,1,1
13871,29.67,-0.943619417,9,1,1
13873,29.67,-0.972761459,3,1,0
13874,29.67,-0.972761459,3,1,0
13875,29.67,-1.026242934,4,1,0
13876,29.67,-1.055631269,8,1,0
13878,29.67,-1.202753991,8,1,1
13879,29.67,-1.203153091,14,1,1
13880,29.67,-1.22229743,7,1,0
13883,29.67,-1.252068707,19,1,1
13884,29.67,-1.273894734,15,1,1
13885,29.67,-1.318621157,6,1,0
13887,29.67,-1.340663767,15,1,1
13888,29.67,-1.340663767,15,1,1
13889,29.67,-1.345117439,14,1,1
13890,29.67,-1.371616207,17,1,0
13891,29.67,-1.395930714,5,1,1
13894,29.67,-1.4808414090000002,17,1,1
13895,29.67,-1.4808414090000002,17,1,1
13897,29.67,-1.5473136669999998,17,1,1
13899,29.67,-1.555832909,19,1,1
13902,29.67,-1.61980883,3,1,1
13904,29.67,-1.655147115,5,1,1
13905,29.67,-1.658897841,7,1,1
13906,29.67,-1.704337015,18,1,0
13907,29.67,-1.76344842,7,1,1
13908,29.67,-1.774944941,18,1,1
13909,29.67,-1.797891863,10,1,1
13911,29.67,-1.802241796,19,1,1
13912,29.67,-1.817415143,13,1,1
13913,29.67,-1.817415143,13,1,1
13914,29.67,-1.83532966,9,1,1
13915,29.67,-1.862465318,16,1,1
13916,29.67,-1.931735864,18,1,1
13918,29.67,-1.931735864,18,1,1
13920,29.67,-2.012780435,8,1,1
13923,29.67,-2.074653242,11,1,0
13924,29.67,-2.088600097,11,1,1
13925,29.67,-2.088600097,11,1,1
13927,29.67,-2.141002637,13,1,0
13928,29.67,-2.267442139,9,1,0
13929,29.67,-2.351491359,6,1,1
13931,29.67,-2.391507842,19,1,1
13932,29.67,-2.4363286,4,1,1
13933,29.67,-2.4363286,4,1,1
13934,29.67,-2.445851047,12,1,0
13939,29.67,-2.80611557,5,1,1
13940,29.67,-2.80611557,5,1,1
13943,29.67,-2.949968179,3,1,1
13944,29.67,-3.078676387,11,1,1
13945,29.67,-3.209183744,6,1,1
13946,29.67,-3.345134005,12,1,1
13951,29.67,-3.552771201,17,1,1
13952,29.67,-3.650299294,3,1,1
13953,29.67,-3.67433493,7,1,1
13954,29.67,-3.67433493,7,1,1
13956,29.67,-3.824863929,16,1,1
13957,29.67,-3.824863929,16,1,1
13959,29.67,-4.123342734,12,1,1
13960,29.67,-4.343300218,16,1,1
13961,29.67,-4.3825555330000014,10,1,1
13962,29.67,-4.3825555330000014,10,1,1
13966,52.2,3.54250076,18,1,1
13969,52.2,3.128936263,19,1,1
13972,52.2,3.11150683,19,1,0
13973,52.2,3.11150683,19,1,1
13974,52.2,3.107201094,4,1,0
13981,52.2,2.9045700410000004,19,1,1
13982,52.2,2.885069575,20,1,1
13983,52.2,2.885069575,20,1,1
13985,52.2,2.883247271,19,1,1
13986,52.2,2.883247271,19,1,1
13988,52.2,2.846468396,3,1,0
13989,52.2,2.824750136,14,1,1
13990,52.2,2.824750136,14,1,1
13992,52.2,2.813432117,19,1,1
13998,52.2,2.643602871,13,1,1
13999,52.2,2.643602871,13,1,1
14006,52.2,2.408661486,5,1,0
14007,52.2,2.408661486,5,1,0
14021,52.2,1.953542766,13,1,1
14026,52.2,1.875643803,13,1,1
14028,52.2,1.849128258,19,1,1
14029,52.2,1.81143545,18,1,0
14030,52.2,1.788416698,12,1,0
14031,52.2,1.725885113,18,1,1
14032,52.2,1.694452782,18,1,1
14033,52.2,1.694452782,18,1,1
14034,52.2,1.6621906480000002,13,1,0
14036,52.2,1.5866769859999998,11,1,0
14038,52.2,1.311459524,17,1,0
14039,52.2,1.254840642,16,1,1
14043,52.2,0.5114655020000001,10,1,1
14044,52.2,0.311243949,12,1,1
14045,52.2,0.276580895,16,1,0
14046,52.2,0.276580895,16,1,0
14047,52.2,0.275932373,17,1,1
14050,52.2,0.136618614,14,1,1
14051,52.2,0.126655965,14,1,0
14052,52.2,0.099440318,17,1,1
14053,52.2,0.099440318,17,1,1
14054,52.2,0.099440318,17,1,1
14055,52.2,-0.004204442,16,1,1
14056,52.2,-0.146485795,4,1,1
14057,52.2,-0.219290138,16,1,1
14058,52.2,-0.380241191,15,1,1
14059,52.2,-0.405135752,5,1,1
14060,52.2,-0.472703188,10,1,0
14061,52.2,-0.486734457,16,1,1
14062,52.2,-0.486734457,16,1,1
14064,52.2,-0.53981911,11,1,1
14066,52.2,-0.7014045809999999,15,1,0
14067,52.2,-0.7418096340000001,7,1,1
14068,52.2,-0.7418096340000001,7,1,1
14069,52.2,-0.7733391620000001,10,1,1
14070,52.2,-0.7733391620000001,10,1,1
14071,52.2,-0.7995951929999999,12,1,1
14072,52.2,-0.7995951929999999,12,1,1
14073,52.2,-0.81870791,4,1,1
14074,52.2,-0.8245086759999999,9,1,0
14076,52.2,-0.918173722,8,1,1
14077,52.2,-0.918173722,8,1,1
14078,52.2,-1.081370184,5,1,1
14079,52.2,-1.104836691,8,1,0
14081,52.2,-1.174748869,12,1,1
14082,52.2,-1.222929407,5,1,1
14083,52.2,-1.229083888,6,1,1
14084,52.2,-1.229083888,6,1,1
14085,52.2,-1.229083888,6,1,1
14086,52.2,-1.263176363,16,1,1
14087,52.2,-1.359560046,5,1,1
14088,52.2,-1.381850239,15,1,1
14089,52.2,-1.381850239,15,1,1
14093,52.2,-1.493797711,16,1,1
14094,52.2,-1.551133853,5,1,1
14095,52.2,-1.564563497,11,1,1
14096,52.2,-1.564563497,11,1,1
14098,52.2,-1.59218088,14,1,1
14100,52.2,-2.069751113,10,1,1
14101,52.2,-2.072554239,8,1,1
14102,52.2,-2.106052746,4,1,1
14103,52.2,-2.359330689,7,1,1
14104,52.2,-2.461587556,5,1,1
14105,52.2,-2.461587556,5,1,1
14106,52.2,-2.630068041,15,1,1
14107,52.2,-2.756027334,9,1,1
14108,52.2,-2.955476957,17,1,1
14109,52.2,-3.0047185,11,1,1
14110,52.2,-3.420751759,8,1,1
14111,52.2,-3.423815417,7,1,1
14112,52.2,-3.504168224,6,1,0
14114,52.2,-3.824431254,6,1,1
14115,52.2,-3.839123418,9,1,1
14116,52.2,-4.091127714,7,1,0
14117,52.2,-4.094810626,9,1,1
14118,52.2,-4.094810626,9,1,1
14121,52.2,-4.496620743,6,1,1
14122,27.16,1.3667425169999998,6,0,1
14123,27.16,1.282885069,17,0,1
14124,27.16,1.219724833,16,0,1
14125,27.16,0.972275993,14,0,1
14126,27.16,0.972275993,14,0,1
14128,27.16,0.337080557,16,0,0
14131,27.16,0.046186143,18,0,1
14132,27.16,0.046186143,18,0,1
14133,27.16,0.046186143,18,0,1
14140,27.16,-0.25011361600000004,18,0,0
14141,27.16,-0.313462019,10,0,1
14142,27.16,-0.313462019,10,0,1
14143,27.16,-0.313462019,10,0,1
14144,27.16,-0.355497619,18,0,1
14145,27.16,-0.359344571,7,0,1
14146,27.16,-0.359344571,7,0,1
14147,27.16,-0.359344571,7,0,1
14148,27.16,-0.407820813,9,0,1
14149,27.16,-0.469912135,8,0,1
14152,27.16,-0.550087918,14,0,1
14153,27.16,-0.588680425,20,0,1
14154,27.16,-0.588680425,20,0,1
14155,27.16,-0.59563664,12,0,1
14156,27.16,-0.61136161,11,0,1
14160,27.16,-0.6722426970000001,6,0,1
14161,27.16,-0.6752626420000001,10,0,1
14162,27.16,-0.676637248,16,0,1
14163,27.16,-0.676637248,16,0,1
14165,27.16,-0.752558752,11,0,1
14166,27.16,-0.7547730009999999,6,0,1
14169,27.16,-0.790001134,17,0,1
14172,27.16,-0.829195421,9,0,1
14175,27.16,-0.8674001990000001,12,0,1
14179,27.16,-0.914930685,19,0,1
14180,27.16,-0.914930685,19,0,1
14181,27.16,-0.95801724,9,0,1
14184,27.16,-1.027528895,7,0,1
14187,27.16,-1.103777787,12,0,0
14192,27.16,-1.178954417,19,0,1
14193,27.16,-1.1868415140000002,17,0,1
14196,27.16,-1.191880557,19,0,0
14197,27.16,-1.191880557,19,0,1
14198,27.16,-1.248549931,11,0,1
14204,27.16,-1.423916803,19,0,1
14207,27.16,-1.556333746,13,0,1
14209,27.16,-1.6022719369999998,13,0,1
14210,27.16,-1.6022719369999998,13,0,1
14212,27.16,-1.610913677,19,0,1
14213,27.16,-1.631332891,17,0,1
14214,27.16,-1.7352779390000002,13,0,1
14215,27.16,-1.762235871,12,0,1
14216,27.16,-1.762235871,12,0,1
14217,27.16,-1.762235871,12,0,1
14220,27.16,-1.875476771,15,0,1
14222,27.16,-1.875476771,15,0,1
14223,27.16,-1.887585857,18,0,1
14225,27.16,-1.928928026,10,0,1
14227,27.16,-2.077945137,11,0,1
14228,27.16,-2.077945137,11,0,1
14229,27.16,-2.100458364,10,0,0
14231,27.16,-2.106773688,8,0,0
14232,27.16,-2.158414456,16,0,1
14233,27.16,-2.163095669,9,0,0
14234,27.16,-2.163095669,9,0,0
14235,27.16,-2.19063941,11,0,0
14236,27.16,-2.19063941,11,0,0
14239,27.16,-2.20199981,19,0,1
14240,27.16,-2.208899584,14,0,0
14241,27.16,-2.231492337,11,0,1
14244,27.16,-2.344709815,9,0,1
14245,27.16,-2.373120945,5,0,0
14246,27.16,-2.503346441,17,0,1
14249,27.16,-2.513152381,6,0,1
14252,27.16,-2.59585725,13,0,0
14253,27.16,-2.6106822430000003,6,0,1
14254,27.16,-2.681024011,15,0,1
14255,27.16,-2.77632881,14,0,1
14256,27.16,-2.778379484,8,0,1
14257,27.16,-2.778379484,8,0,1
14258,27.16,-2.793566198,8,0,1
14259,27.16,-2.8045217210000004,7,0,0
14260,27.16,-2.889483616,7,0,1
14261,27.16,-2.9730697910000004,15,0,1
14263,27.16,-3.010710044,11,0,1
14265,27.16,-3.150919498,6,0,0
14266,27.16,-3.150919498,6,0,0
14272,27.16,-3.964842697,15,0,0
14273,27.16,-3.966981859,9,0,1
14275,27.16,-4.304719635,17,0,0
14276,27.16,-4.304719635,17,0,0
14277,27.16,-4.437115334,6,0,1
14280,27.16,-4.678849334,17,0,1
14281,27.16,-4.678849334,17,0,1
14283,27.16,-4.811336369,9,0,1
14284,27.16,-4.811336369,9,0,1
14287,59.88,0.291608709,11,0,1
14288,59.88,0.019450765,15,0,1
14289,59.88,0.001721775,8,0,1
14290,59.88,-0.152077913,16,0,1
14292,59.88,-0.325526685,15,0,1
14295,59.88,-0.40822832,17,0,0
14298,59.88,-0.464651852,17,0,1
14299,59.88,-0.464651852,17,0,1
14301,59.88,-0.597564717,15,0,1
14302,59.88,-0.600937621,10,0,1
14308,59.88,-0.6707134610000001,9,0,0
14309,59.88,-0.6707134610000001,9,0,0
14311,59.88,-0.708771293,11,0,0
14314,59.88,-0.73429732,19,0,1
14315,59.88,-0.73429732,19,0,1
14317,59.88,-0.790940028,10,0,1
14318,59.88,-0.797068008,17,0,1
14320,59.88,-0.82258916,14,0,1
14322,59.88,-0.8679573559999999,14,0,0
14323,59.88,-0.8679573559999999,14,0,0
14324,59.88,-0.8744234809999999,13,0,1
14325,59.88,-0.913073971,10,0,1
14326,59.88,-0.913073971,10,0,1
14327,59.88,-0.913073971,10,0,1
14329,59.88,-0.959597904,7,0,0
14330,59.88,-0.959597904,7,0,0
14331,59.88,-0.977428597,16,0,0
14333,59.88,-1.009289299,7,0,1
14334,59.88,-1.029467168,16,0,1
14335,59.88,-1.029467168,16,0,1
14336,59.88,-1.029467168,16,0,1
14338,59.88,-1.0605925109999998,19,0,1
14342,59.88,-1.122068611,8,0,1
14343,59.88,-1.122068611,8,0,1
14344,59.88,-1.122068611,8,0,1
14345,59.88,-1.139602965,14,0,1
14346,59.88,-1.146869803,12,0,1
14347,59.88,-1.164764504,14,0,1
14351,59.88,-1.212715363,15,0,1
14352,59.88,-1.229240754,10,0,0
14354,59.88,-1.272615718,14,0,1
14355,59.88,-1.277173023,8,0,0
14356,59.88,-1.303549281,16,0,1
14357,59.88,-1.314825621,7,0,1
14358,59.88,-1.330997818,12,0,1
14359,59.88,-1.342386417,15,0,1
14360,59.88,-1.342386417,15,0,1
14361,59.88,-1.342386417,15,0,1
14363,59.88,-1.431517954,13,0,1
14364,59.88,-1.44286497,9,0,1
14366,59.88,-1.4519684330000002,6,0,0
14369,59.88,-1.489903592,13,0,0
14370,59.88,-1.517971882,18,0,0
14374,59.88,-1.633796265,9,0,1
14375,59.88,-1.663657352,7,0,1
14378,59.88,-1.690784487,7,0,1
14379,59.88,-1.6985465569999998,18,0,1
14380,59.88,-1.785156357,9,0,1
14381,59.88,-1.789659219,15,0,1
14386,59.88,-1.88747944,12,0,1
14388,59.88,-1.88747944,12,0,1
14392,59.88,-2.150159061,19,0,1
14393,59.88,-2.1613644830000003,7,0,1
14396,59.88,-2.19791384,19,0,1
14398,59.88,-2.209016575,19,0,0
14399,59.88,-2.209016575,19,0,1
14402,59.88,-2.306939439,12,0,1
14403,59.88,-2.40964201,12,0,0
14404,59.88,-2.40964201,12,0,0
14405,59.88,-2.419676656,14,0,1
14407,59.88,-2.539855873,9,0,1
14408,59.88,-2.539855873,9,0,1
14409,59.88,-2.608803923,12,0,1
14411,59.88,-2.643156281,19,0,1
14412,59.88,-2.7242440510000003,12,0,1
14413,59.88,-2.755550668,18,0,1
14417,59.88,-2.855587197,9,0,1
14420,59.88,-2.969654266,9,0,1
14423,59.88,-3.092286886,11,0,1
14424,59.88,-3.092286886,11,0,1
14425,59.88,-3.170448834,8,0,1
14426,59.88,-3.185894635,11,0,1
14429,59.88,-3.3978865110000003,13,0,1
14430,59.88,-3.3978865110000003,13,0,1
14432,59.88,-3.3978865110000003,13,0,1
14433,59.88,-3.548881854,18,0,1
14434,59.88,-3.548881854,18,0,1
14435,59.88,-3.586225445,17,0,1
14436,59.88,-3.666717233,15,0,0
14437,59.88,-3.666717233,15,0,0
14441,59.88,-4.074432613,20,0,1
14442,59.88,-4.074432613,20,0,1
14444,59.88,-4.233559114,7,0,1
14445,59.88,-4.444172495,14,0,1
14446,59.88,-4.444172495,14,0,1
14450,39.29,3.666908424,19,1,1
14452,39.29,3.473680237,19,1,0
14453,39.29,3.473680237,19,1,1
14456,39.29,3.26360506,19,1,1
14459,39.29,3.079944373,18,1,1
14463,39.29,2.996122804,19,1,1
14464,39.29,2.996122804,19,1,1
14466,39.29,2.940659919,18,1,1
14467,39.29,2.940659919,18,1,1
14474,39.29,2.784531092,20,1,1
14475,39.29,2.784531092,20,1,1
